id,Formatted Date,Temperature (C),Humidity
0,2012-09-30 ,20.78101851851852,0.7416666666666667
1,2012-10-01 ,19.69675925925926,0.7279166666666667
2,2012-10-02 ,19.356018518518518,0.8624999999999999
3,2012-10-03 ,16.152546296296297,0.8054166666666666
4,2012-10-04 ,15.026157407407409,0.7791666666666667
5,2012-10-05 ,15.261805555555556,0.6108333333333333
6,2012-10-06 ,15.530092592592593,0.6545833333333334
7,2012-10-07 ,16.14097222222222,0.7829166666666666
8,2012-10-08 ,10.442361111111111,0.695
9,2012-10-09 ,9.656712962962962,0.6916666666666668
10,2012-10-10 ,10.954166666666666,0.715
11,2012-10-11 ,10.210879629629629,0.7895833333333333
12,2012-10-12 ,11.365046296296297,0.7391666666666666
13,2012-10-13 ,12.368981481481482,0.8004166666666667
14,2012-10-14 ,13.022453703703704,0.9433333333333334
15,2012-10-15 ,16.122685185185187,0.8729166666666667
16,2012-10-16 ,14.891203703703704,0.8583333333333334
17,2012-10-17 ,11.569212962962963,0.79625
18,2012-10-18 ,13.54050925925926,0.695
19,2012-10-19 ,14.594212962962963,0.7233333333333333
20,2012-10-20 ,14.988425925925926,0.74125
21,2012-10-21 ,14.38263888888889,0.7158333333333333
22,2012-10-22 ,11.812962962962963,0.8091666666666667
23,2012-10-23 ,10.339351851851852,0.8849999999999999
24,2012-10-24 ,9.821064814814816,0.8533333333333334
25,2012-10-25 ,10.541435185185184,0.9433333333333334
26,2012-10-26 ,10.46412037037037,0.8004166666666667
27,2012-10-27 ,13.023842592592594,0.8120833333333333
28,2012-10-28 ,4.704444444444444,0.9328
29,2012-10-29 ,2.847685185185185,0.9362499999999999
30,2012-10-30 ,2.7395833333333335,0.8229166666666666
31,2012-10-31 ,4.036342592592592,0.81875
32,2012-11-01 ,9.952083333333333,0.8300000000000001
33,2012-11-02 ,10.384259259259258,0.9183333333333333
34,2012-11-03 ,8.136111111111111,0.9804166666666667
35,2012-11-04 ,12.760648148148148,0.8129166666666667
36,2012-11-05 ,12.33310185185185,0.8329166666666667
37,2012-11-06 ,8.625694444444443,0.8070833333333334
38,2012-11-07 ,7.468287037037037,0.7312500000000001
39,2012-11-08 ,8.452314814814814,0.805
40,2012-11-09 ,7.807175925925926,0.8058333333333333
41,2012-11-10 ,5.002777777777777,0.9674999999999999
42,2012-11-11 ,9.67314814814815,0.7191666666666667
43,2012-11-12 ,10.485185185185186,0.7816666666666667
44,2012-11-13 ,9.333796296296297,0.9016666666666667
45,2012-11-14 ,4.87962962962963,0.8483333333333333
46,2012-11-15 ,6.051388888888888,0.9295833333333333
47,2012-11-16 ,5.158796296296296,0.94625
48,2012-11-17 ,5.796064814814815,0.9133333333333334
49,2012-11-18 ,7.098842592592592,0.8566666666666666
50,2012-11-19 ,5.959027777777778,0.8970833333333333
51,2012-11-20 ,4.747222222222222,0.9445833333333334
52,2012-11-21 ,5.2793981481481485,0.9491666666666667
53,2012-11-22 ,7.352546296296297,0.8545833333333334
54,2012-11-23 ,7.756481481481482,0.8916666666666666
55,2012-11-24 ,7.758333333333333,0.9229166666666666
56,2012-11-25 ,4.872685185185186,0.9874999999999999
57,2012-11-26 ,7.80162037037037,0.9216666666666667
58,2012-11-27 ,9.158333333333333,0.8595833333333333
59,2012-11-28 ,10.337962962962964,0.8020833333333334
60,2012-11-29 ,11.55462962962963,0.8424999999999999
61,2012-11-30 ,5.342129629629629,0.8729166666666667
62,2012-12-01 ,3.9574074074074073,0.8333333333333334
63,2012-12-02 ,3.4923611111111117,0.9641666666666667
64,2012-12-03 ,1.2155092592592591,0.86875
65,2012-12-04 ,0.5752314814814815,0.8366666666666666
66,2012-12-05 ,0.16087962962962984,0.9741666666666666
67,2012-12-06 ,-1.8381944444444445,0.9945833333333334
68,2012-12-07 ,-1.6849537037037041,0.77
69,2012-12-08 ,-2.697453703703704,0.8629166666666667
70,2012-12-09 ,-4.869212962962963,0.80375
71,2012-12-10 ,-8.217824074074075,0.8445833333333334
72,2012-12-11 ,-4.992824074074075,0.8466666666666667
73,2012-12-12 ,-3.154398148148148,0.7866666666666666
74,2012-12-13 ,-7.901388888888889,0.7645833333333334
75,2012-12-14 ,-2.2453703703703702,0.7304166666666667
76,2012-12-15 ,0.9229166666666672,0.8104166666666667
77,2012-12-16 ,1.102083333333333,0.9879166666666667
78,2012-12-17 ,2.132870370370371,0.9641666666666667
79,2012-12-18 ,2.0722222222222224,0.9720833333333333
80,2012-12-19 ,2.721990740740741,0.9475000000000001
81,2012-12-20 ,0.8800925925925925,0.9108333333333333
82,2012-12-21 ,-2.6141203703703706,0.9929166666666666
83,2012-12-22 ,-3.292361111111111,0.9754166666666667
84,2012-12-23 ,-1.0400462962962964,0.9145833333333333
85,2012-12-24 ,1.9407407407407407,0.9162500000000001
86,2012-12-25 ,3.0347222222222228,0.8975
87,2012-12-26 ,7.236805555555556,0.8791666666666668
88,2012-12-27 ,4.884953703703704,0.9674999999999999
89,2012-12-28 ,3.9972222222222222,0.8849999999999999
90,2012-12-29 ,-0.8358796296296299,0.7583333333333333
91,2012-12-30 ,-0.544675925925926,0.8354166666666667
92,2012-12-31 ,-3.2898148148148145,0.9916666666666667
93,2013-04-01 ,4.086805555555555,0.7170833333333334
94,2013-04-10 ,10.676157407407409,0.805
95,2013-04-11 ,11.628935185185185,0.7033333333333333
96,2013-04-12 ,13.636111111111111,0.7525
97,2013-04-13 ,13.086342592592594,0.7091666666666666
98,2013-04-14 ,12.209027777777777,0.59
99,2013-04-15 ,9.03452380952381,0.7514285714285714
